corporate_name_S2,main_customers,revenue,profit,country,postal_code,industry_sector,fiscal_year
GlobalCorp_76,"['Customer_BUF', 'Customer_RQK', 'Customer_NMW']",614142470.69,-11308625.1,India,171460,Pharmaceuticals,2024
GlobalCorp._18,"['Customer_DGT', 'Customer_CNH', 'Customer_HJL']",53264578.15,10869864.97,USA,500054,Automotive,2022
GlobalCorp._112,"['Customer_JGH', 'Customer_HJO', 'Customer_JNE']",634804787.71,175729724.24,Australia,791202,Automotive,2022
Corp_KOYQKL,"['Customer_NMS', 'Customer_QFF', 'Customer_NKN']",586389617.14,112640596.67,USA,155946,Pharmaceuticals,2021
GlobalCorp._11,"['Customer_BAP', 'Customer_WFY', 'Customer_TTW']",344166266.61,38415645.92,India,155513,Technology,2020
GlobalCorp_65,"['Customer_SQM', 'Customer_ILC', 'Customer_VKZ']",566028579.51,37344607.08,UK,082671,Manufacturing,2020
GlobalCorp_198,"['Customer_PWC', 'Customer_FLC', 'Customer_VHH']",363747955.28,9532869.29,Australia,249693,Manufacturing,2023
GlobalCorp_35,"['Customer_TRQ', 'Customer_BEK', 'Customer_RST']",135292625.73,38361246.16,UK,591578,Retail,2021
GlobalCorp._64,"['Customer_RYI', 'Customer_BYV', 'Customer_YET']",485160049.02,-20170315.62,UK,737489,Technology,2022
GlobalCorp._95,"['Customer_VIM', 'Customer_TTW', 'Customer_PCC']",132395436.57,29864201.9,France,063348,Technology,2023
GlobalCorp_34,"['Customer_RYF', 'Customer_EDR', 'Customer_PKC']",51384537.58,-3945122.03,Australia,614317,Retail,2024
GlobalCorp_159,"['Customer_TOB', 'Customer_ZSX', 'Customer_VES']",177058429.88,27035541.47,Australia,490417,Pharmaceuticals,2020
Corp_VOKQNM,"['Customer_QGH', 'Customer_PML', 'Customer_YOU']",472168420.38,8140365.23,Germany,057000,Retail,2021
GlobalCorp_77,"['Customer_CNE', 'Customer_GON', 'Customer_ZKY']",574444991.18,54722757.81,France,167779,Automotive,2023
GlobalCorp_50,"['Customer_YNK', 'Customer_NVI', 'Customer_UZY']",622286091.31,104287479.48,Canada,775687,Retail,2022
GlobalCorp._22,"['Customer_VGD', 'Customer_QIS', 'Customer_EGC']",69182443.17,2656547.03,India,861245,Automotive,2023
GlobalCorp._37,"['Customer_HRV', 'Customer_KLI', 'Customer_HIO']",73090324.89,2398755.52,USA,803713,Technology,2023
Corp_CPMZBD,"['Customer_MCZ', 'Customer_WNJ', 'Customer_PZD']",209532153.42,-9470586.37,UK,425756,Retail,2023
GlobalCorp_98,"['Customer_YQU', 'Customer_YWZ', 'Customer_PHP']",41959881.52,3170933.25,Australia,925541,Manufacturing,2020
GlobalCorp._183,"['Customer_EAU', 'Customer_TQM', 'Customer_WEV']",337497160.19,67273184.56,France,632133,Automotive,2022
GlobalCorp._103,"['Customer_HPI', 'Customer_XPV', 'Customer_VWH']",592693950.27,104552924.58,France,736745,Technology,2020
Corp_UOCMHR,"['Customer_MLU', 'Customer_UNY', 'Customer_RAK']",340048899.93,4106366.0,USA,565132,Retail,2023
Corp_RDDKZS,"['Customer_DWV', 'Customer_QFH', 'Customer_CXX']",283300593.38,-25097014.48,Germany,273354,Energy,2024
GlobalCorp_146,"['Customer_BOB', 'Customer_YQG', 'Customer_PHX']",425469259.92,-1909274.56,Canada,826780,Pharmaceuticals,2022
Corp_LMUDUG,"['Customer_VVI', 'Customer_ABN', 'Customer_UOQ']",220250636.65,7905960.61,France,410704,Energy,2021
GlobalCorp_137,"['Customer_WLO', 'Customer_TOL', 'Customer_IQS']",256944903.08,69108637.09,USA,196322,Technology,2023
GlobalCorp_31,"['Customer_VIZ', 'Customer_RLL', 'Customer_ZDV']",494772578.42,35193122.62,Japan,947534,Automotive,2020
GlobalCorp._70,"['Customer_YJM', 'Customer_WTK', 'Customer_TUH']",581996987.02,51541247.58,USA,252992,Retail,2023
GlobalCorp_105,"['Customer_LWU', 'Customer_KRL', 'Customer_HXE']",665195104.96,96505912.9,Japan,986023,Manufacturing,2020
GlobalCorp_173,"['Customer_WPV', 'Customer_PMS', 'Customer_WVS']",203012039.8,5900826.86,USA,752427,Retail,2023
GlobalCorp._34,"['Customer_VDK', 'Customer_VYD', 'Customer_NFF']",683634216.31,186014049.16,Australia,614317,Retail,2024
GlobalCorp_134,"['Customer_TTK', 'Customer_EEV', 'Customer_YOB']",692492305.98,-58842785.43,Germany,207913,Retail,2021
GlobalCorp_99,"['Customer_AXI', 'Customer_UYQ', 'Customer_IDP']",471748672.25,30779828.01,Germany,963301,Manufacturing,2023
GlobalCorp_51,"['Customer_XBV', 'Customer_VFF', 'Customer_ZYA']",697546833.58,75552754.06,USA,431206,Automotive,2021
GlobalCorp._84,"['Customer_NDJ', 'Customer_MZS', 'Customer_NZV']",354411571.5,42219391.91,India,862029,Manufacturing,2022
GlobalCorp_189,"['Customer_ENM', 'Customer_XED', 'Customer_VRU']",206498452.04,31287825.79,Australia,847866,Technology,2023
GlobalCorp._28,"['Customer_MGN', 'Customer_SEY', 'Customer_MUK']",686365553.57,138001466.65,Japan,392783,Retail,2020
GlobalCorp._148,"['Customer_RYF', 'Customer_BNP', 'Customer_LJV']",402934146.75,-35526928.75,Japan,438423,Manufacturing,2023
GlobalCorp_49,"['Customer_MIN', 'Customer_NKW', 'Customer_OQZ']",385082474.04,-25564373.14,France,752791,Pharmaceuticals,2023
GlobalCorp_166,"['Customer_XMQ', 'Customer_EFX', 'Customer_WZM']",487212056.54,15730535.35,France,908074,Retail,2020
GlobalCorp._57,"['Customer_MOY', 'Customer_LGO', 'Customer_WUR']",311678572.62,12639065.45,Australia,746966,Energy,2024
GlobalCorp._156,"['Customer_HQH', 'Customer_DKH', 'Customer_NMQ']",660170593.14,126630772.08,Japan,571211,Manufacturing,2021
GlobalCorp._110,"['Customer_NNT', 'Customer_UKW', 'Customer_TMM']",505588383.99,64806060.42,USA,963064,Retail,2024
GlobalCorp._53,"['Customer_XZM', 'Customer_HSQ', 'Customer_EIL']",697435459.29,33164578.85,Germany,178739,Pharmaceuticals,2021
Corp_QIRINH,"['Customer_ULC', 'Customer_FVY', 'Customer_HCL']",211701703.07,-9989511.82,Germany,918622,Pharmaceuticals,2023
Corp_FSVFKY,"['Customer_UVX', 'Customer_ILV', 'Customer_HXX']",356676875.95,19689261.26,USA,236139,Energy,2020
GlobalCorp_173,"['Customer_VOY', 'Customer_TLR', 'Customer_TNS']",69997317.61,20824738.37,USA,752427,Retail,2023
GlobalCorp._36,"['Customer_VZX', 'Customer_CWD', 'Customer_YVC']",268426180.43,68717290.72,Germany,799263,Pharmaceuticals,2021
GlobalCorp_163,"['Customer_OGW', 'Customer_DOM', 'Customer_YLW']",601740518.3,88028211.84,Canada,440594,Pharmaceuticals,2023
GlobalCorp._192,"['Customer_BGB', 'Customer_ULG', 'Customer_SVD']",319808903.26,-665842.73,USA,456272,Retail,2023
GlobalCorp_122,"['Customer_JFD', 'Customer_YVJ', 'Customer_UTY']",177387525.7,40707398.66,Australia,855447,Energy,2024
GlobalCorp_21,"['Customer_WLK', 'Customer_SWZ', 'Customer_ALH']",32370088.42,3195965.57,UK,887022,Retail,2022
GlobalCorp._109,"['Customer_YKS', 'Customer_XZU', 'Customer_SJS']",143060612.97,42785580.63,USA,765328,Technology,2021
GlobalCorp._169,"['Customer_EIO', 'Customer_WOT', 'Customer_BWQ']",581427649.42,-1155147.01,France,098090,Pharmaceuticals,2023
GlobalCorp_109,"['Customer_MQR', 'Customer_OLN', 'Customer_NQZ']",599280602.82,43649542.28,USA,765328,Technology,2020
GlobalCorp_168,"['Customer_DDU', 'Customer_MUP', 'Customer_BEI']",630328280.31,-62648346.23,USA,782376,Technology,2020
GlobalCorp._10,"['Customer_WMR', 'Customer_LGJ', 'Customer_AYY']",685602461.35,-33868997.41,UK,437780,Energy,2020
GlobalCorp_89,"['Customer_JPW', 'Customer_ZZE', 'Customer_PEI']",163266342.72,6855335.6,India,265325,Technology,2023
GlobalCorp_29,"['Customer_WQC', 'Customer_JXL', 'Customer_LAF']",588504972.11,-202831.41,India,483830,Retail,2022
GlobalCorp_132,"['Customer_SZO', 'Customer_BMG', 'Customer_UMA']",266566034.13,14418130.98,USA,884874,Automotive,2022
GlobalCorp._10,"['Customer_ZYU', 'Customer_CZT', 'Customer_RBA']",225135197.52,-15057930.42,UK,437780,Energy,2022
GlobalCorp._98,"['Customer_VWB', 'Customer_QBN', 'Customer_WSW']",5869605.1,49160.87,Australia,925541,Manufacturing,2021
Corp_GMVCVF,"['Customer_WBY', 'Customer_JIC', 'Customer_PFL']",622672018.43,74271099.83,India,409727,Automotive,2020
GlobalCorp_61,"['Customer_ELI', 'Customer_SQQ', 'Customer_NBL']",603076636.7,6328885.73,Canada,247437,Retail,2021
GlobalCorp._117,"['Customer_KIZ', 'Customer_LYR', 'Customer_UIK']",309751325.54,-14117619.04,France,070442,Energy,2024
Corp_GXJSPK,"['Customer_LLY', 'Customer_MZA', 'Customer_DDO']",368481610.56,-9877228.74,India,760327,Technology,2023
GlobalCorp_34,"['Customer_SEI', 'Customer_GTP', 'Customer_MHG']",657630063.57,132203988.58,Australia,614317,Retail,2024
GlobalCorp_197,"['Customer_ZBW', 'Customer_LGP', 'Customer_PGR']",182008030.64,28299979.84,Canada,117977,Retail,2022
Corp_ROVGFC,"['Customer_NTV', 'Customer_LTT', 'Customer_JKE']",221269825.08,-19084553.46,India,759545,Manufacturing,2020
GlobalCorp_153,"['Customer_JMC', 'Customer_MJW', 'Customer_HSX']",604485655.74,89120648.62,Germany,658333,Manufacturing,2022
GlobalCorp._0,"['Customer_BFG', 'Customer_ZCV', 'Customer_SVJ']",533545638.15,68385857.69,USA,765757,Retail,2021
GlobalCorp._152,"['Customer_DPC', 'Customer_KDC', 'Customer_JUW']",322048822.31,29222444.84,India,663985,Automotive,2024
GlobalCorp._115,"['Customer_ZHZ', 'Customer_ERN', 'Customer_SII']",258746118.66,56804866.09,UK,450447,Pharmaceuticals,2021
Corp_XYMUWF,"['Customer_TQR', 'Customer_EXV', 'Customer_JCZ']",561008476.62,91855449.39,UK,839113,Automotive,2023
GlobalCorp._67,"['Customer_INP', 'Customer_DXR', 'Customer_WUR']",301238262.25,54240856.56,Japan,072385,Automotive,2020
Corp_NBPQDZ,"['Customer_ZSA', 'Customer_OUV', 'Customer_CGS']",624014315.68,-37312869.9,UK,587289,Energy,2024
Corp_HCOHNC,"['Customer_NFY', 'Customer_IBQ', 'Customer_OMT']",239781668.32,32644702.95,Germany,544088,Automotive,2020
GlobalCorp_185,"['Customer_SNM', 'Customer_HTQ', 'Customer_ZQD']",671899664.88,-50689575.85,UK,897233,Pharmaceuticals,2022
Corp_RWTBJO,"['Customer_VEW', 'Customer_YPT', 'Customer_GWL']",552073981.69,57988870.66,Canada,542156,Retail,2022
GlobalCorp._152,"['Customer_WDS', 'Customer_OHJ', 'Customer_OZZ']",133782277.86,29567933.67,India,663985,Automotive,2021
GlobalCorp_87,"['Customer_HLB', 'Customer_BWY', 'Customer_THG']",66868831.53,-250067.86,UK,565580,Automotive,2024
Corp_XISQPG,"['Customer_YLA', 'Customer_HNJ', 'Customer_PYM']",174002262.89,-14807351.87,UK,930884,Manufacturing,2024
GlobalCorp._70,"['Customer_LBX', 'Customer_QDK', 'Customer_JIZ']",122312588.97,3017463.03,USA,252992,Retail,2024
GlobalCorp._134,"['Customer_QWR', 'Customer_GWT', 'Customer_ZEC']",645996485.05,191219178.18,Germany,207913,Retail,2021
GlobalCorp_125,"['Customer_FID', 'Customer_STQ', 'Customer_BAG']",552388407.65,109282654.58,UK,284248,Pharmaceuticals,2021
GlobalCorp_77,"['Customer_KYC', 'Customer_GZK', 'Customer_HUM']",348384873.04,14384895.41,France,167779,Automotive,2023
Corp_EMOFVL,"['Customer_RTR', 'Customer_RLJ', 'Customer_FPH']",576587658.26,26808011.12,UK,254896,Automotive,2023
Corp_TDHWLJ,"['Customer_PCR', 'Customer_ATN', 'Customer_EXF']",106862479.59,13365551.31,France,981884,Energy,2023
GlobalCorp_184,"['Customer_MMN', 'Customer_KSN', 'Customer_HDZ']",352000869.5,9568345.05,Canada,531690,Pharmaceuticals,2022
GlobalCorp._67,"['Customer_LTZ', 'Customer_UWQ', 'Customer_NMV']",128371771.65,3902124.57,Japan,072385,Automotive,2023
GlobalCorp_31,"['Customer_JGQ', 'Customer_CWC', 'Customer_TJX']",359457947.21,10726592.04,Japan,947534,Automotive,2024
GlobalCorp._173,"['Customer_ZPG', 'Customer_OWJ', 'Customer_WTM']",149574110.15,-6414230.13,USA,752427,Retail,2023
GlobalCorp_186,"['Customer_KYA', 'Customer_WJX', 'Customer_PGI']",432129579.03,79738773.24,France,856148,Retail,2024
Corp_OPKREE,"['Customer_CQH', 'Customer_KWH', 'Customer_SSI']",108229383.38,-4399928.13,USA,557733,Automotive,2022
GlobalCorp._133,"['Customer_QYU', 'Customer_ITW', 'Customer_ZOT']",235785601.65,61903396.06,Japan,606979,Retail,2023
Corp_PNMHNN,"['Customer_TOU', 'Customer_WCU', 'Customer_YXO']",584409739.43,60894851.37,India,894922,Retail,2021
GlobalCorp._6,"['Customer_ASN', 'Customer_WTC', 'Customer_MER']",411418124.21,-26718169.95,UK,881553,Pharmaceuticals,2021
Corp_UDKXLF,"['Customer_RUH', 'Customer_ELI', 'Customer_RYV']",113751505.72,15123145.59,Japan,417104,Manufacturing,2023
GlobalCorp._100,"['Customer_SMP', 'Customer_LQK', 'Customer_TDL']",689678207.05,146984523.68,UK,273133,Manufacturing,2022
GlobalCorp._100,"['Customer_FKS', 'Customer_ZDT', 'Customer_LBN']",535534049.04,103140576.47,UK,273133,Manufacturing,2023
GlobalCorp._9,"['Customer_APT', 'Customer_DMG', 'Customer_MJX']",135624762.8,-12501329.44,France,241883,Energy,2022
GlobalCorp_72,"['Customer_XOX', 'Customer_FGH', 'Customer_QMU']",467242766.21,-22028890.76,USA,740955,Retail,2022
GlobalCorp._58,"['Customer_GMZ', 'Customer_ZJZ', 'Customer_RAP']",309534121.03,41644582.16,UK,385355,Manufacturing,2022
GlobalCorp_79,"['Customer_PIQ', 'Customer_HMJ', 'Customer_KDL']",512218543.28,-16033812.93,USA,678819,Pharmaceuticals,2022
Corp_LCEUDG,"['Customer_UTZ', 'Customer_UZT', 'Customer_KBH']",227903577.62,4784286.66,Canada,091977,Technology,2023
Corp_TQGDNL,"['Customer_LGS', 'Customer_WHL', 'Customer_MKA']",106312668.94,18509553.64,USA,487667,Manufacturing,2022
GlobalCorp_66,"['Customer_JJE', 'Customer_BSQ', 'Customer_WQM']",473966143.72,-30286173.59,Canada,598816,Automotive,2022
GlobalCorp._159,"['Customer_VSZ', 'Customer_TGM', 'Customer_LMW']",310693223.88,-14164596.16,Australia,490417,Pharmaceuticals,2023
GlobalCorp._29,"['Customer_YYQ', 'Customer_IPZ', 'Customer_MSE']",289729685.24,83327039.09,India,483830,Retail,2020
GlobalCorp_91,"['Customer_CQC', 'Customer_GZT', 'Customer_BJA']",158118435.72,-4253827.3,India,953775,Pharmaceuticals,2021
GlobalCorp_85,"['Customer_OOF', 'Customer_GUT', 'Customer_AUB']",512979707.84,-9513598.18,India,138284,Technology,2020
Corp_MFGMUJ,"['Customer_MBN', 'Customer_NXF', 'Customer_BTZ']",428186120.87,25436989.42,UK,698613,Automotive,2020
GlobalCorp._65,"['Customer_VDP', 'Customer_ZPL', 'Customer_JHA']",93527993.99,23324584.64,UK,082671,Manufacturing,2023
Corp_GIDQEU,"['Customer_WXJ', 'Customer_CIB', 'Customer_DNT']",559877447.9,121267881.23,Canada,921818,Retail,2024
Corp_FZYOTT,"['Customer_BDQ', 'Customer_MNB', 'Customer_GIH']",541512070.43,137894776.36,Australia,034353,Pharmaceuticals,2022
GlobalCorp._157,"['Customer_HDD', 'Customer_DBF', 'Customer_WFM']",403372047.89,72765845.55,France,461788,Technology,2023
Corp_HHSTUR,"['Customer_ACS', 'Customer_UZH', 'Customer_LSA']",564298449.94,98676708.18,Australia,724036,Automotive,2021
GlobalCorp._53,"['Customer_GVW', 'Customer_APT', 'Customer_KRR']",433115160.39,129217174.0,Germany,178739,Pharmaceuticals,2023
Corp_AWXJBB,"['Customer_YCS', 'Customer_YNP', 'Customer_SEV']",534626320.71,148636060.49,Germany,453321,Automotive,2020
GlobalCorp._122,"['Customer_PGJ', 'Customer_XAU', 'Customer_DLI']",152704660.31,32479300.3,Australia,855447,Energy,2023
GlobalCorp._62,"['Customer_HIJ', 'Customer_BDD', 'Customer_SIS']",591278643.8,90890065.07,India,448212,Manufacturing,2023
GlobalCorp._39,"['Customer_GPW', 'Customer_TOT', 'Customer_QSX']",613083624.78,22053780.48,France,951937,Automotive,2020
GlobalCorp._52,"['Customer_HQB', 'Customer_SHW', 'Customer_KQM']",659397886.76,140831998.51,Australia,188184,Manufacturing,2021
GlobalCorp_136,"['Customer_YUZ', 'Customer_XAJ', 'Customer_PPI']",27812262.38,1729862.62,Japan,431833,Retail,2020
Corp_GZRUHU,"['Customer_OYK', 'Customer_MCY', 'Customer_CPZ']",622612701.59,-10267450.51,Canada,590501,Energy,2021
GlobalCorp._96,"['Customer_UJL', 'Customer_ULF', 'Customer_GVJ']",693913162.08,128518047.54,Germany,216859,Technology,2021
GlobalCorp._17,"['Customer_FAH', 'Customer_WQT', 'Customer_NAM']",230572155.72,-11053258.35,Japan,125362,Manufacturing,2021
GlobalCorp._56,"['Customer_IBM', 'Customer_FZX', 'Customer_MMU']",618926334.7,117952416.01,France,245434,Retail,2021
GlobalCorp._167,"['Customer_WOZ', 'Customer_AEA', 'Customer_ZWK']",681001690.55,134876830.25,USA,279871,Energy,2024
Corp_EAOKVX,"['Customer_NUU', 'Customer_YBY', 'Customer_KVQ']",156224292.23,11069044.7,Japan,299045,Automotive,2021
GlobalCorp._7,"['Customer_FRP', 'Customer_LGK', 'Customer_MID']",114316895.73,33627054.52,Australia,569477,Technology,2023
GlobalCorp_123,"['Customer_EUR', 'Customer_FHO', 'Customer_NNY']",675582441.99,189890360.34,UK,693909,Technology,2022
Corp_UCPANX,"['Customer_XIH', 'Customer_AST', 'Customer_ZRO']",662780263.34,77410198.26,Japan,677950,Pharmaceuticals,2020
GlobalCorp._28,"['Customer_MAE', 'Customer_QAZ', 'Customer_PXX']",381092095.18,62127659.04,Japan,392783,Retail,2021
GlobalCorp_49,"['Customer_XJB', 'Customer_PVS', 'Customer_WNV']",365964820.05,62730368.91,France,752791,Pharmaceuticals,2024
GlobalCorp_9,"['Customer_DEJ', 'Customer_LQN', 'Customer_GLC']",131620239.64,8243197.53,France,241883,Energy,2021
Corp_GCLGYO,"['Customer_STM', 'Customer_YOB', 'Customer_XFV']",505205062.71,-28828572.48,Germany,418420,Energy,2023
GlobalCorp_14,"['Customer_UND', 'Customer_KXG', 'Customer_MUH']",16921431.33,1472892.6,India,709177,Pharmaceuticals,2021
GlobalCorp._143,"['Customer_FVS', 'Customer_CWL', 'Customer_KSS']",46062129.14,-3132914.61,Japan,672973,Energy,2023
GlobalCorp_93,"['Customer_WEC', 'Customer_JPV', 'Customer_QDI']",278255659.97,-17414679.15,UK,459707,Automotive,2020
GlobalCorp_50,"['Customer_YAC', 'Customer_YXI', 'Customer_ISL']",11541381.34,-14698.47,Canada,775687,Retail,2021
GlobalCorp._130,"['Customer_TTM', 'Customer_YIW', 'Customer_XMD']",422959041.14,-14261005.56,Germany,525954,Retail,2020
GlobalCorp._43,"['Customer_MMU', 'Customer_ARS', 'Customer_HWH']",128012216.07,24391890.81,France,531043,Retail,2024
GlobalCorp_132,"['Customer_USM', 'Customer_SVK', 'Customer_HKQ']",388792160.92,76381350.7,USA,884874,Automotive,2021
GlobalCorp._83,"['Customer_EUS', 'Customer_XFM', 'Customer_WFV']",515497020.91,63862460.29,UK,236067,Pharmaceuticals,2020
GlobalCorp_65,"['Customer_RWW', 'Customer_WTX', 'Customer_ONQ']",141297846.95,41889695.66,UK,082671,Manufacturing,2021
GlobalCorp._113,"['Customer_YTX', 'Customer_APA', 'Customer_HVD']",432527229.18,39498919.76,USA,859421,Technology,2021
Corp_DYKZIQ,"['Customer_PJL', 'Customer_RXS', 'Customer_DMQ']",157203655.47,36577850.13,Germany,744869,Technology,2021
GlobalCorp._108,"['Customer_UTI', 'Customer_PAC', 'Customer_XNB']",93570654.14,25474899.57,Germany,764944,Technology,2023
GlobalCorp_13,"['Customer_WQP', 'Customer_CQU', 'Customer_MRK']",241193383.49,68546924.09,Canada,906099,Manufacturing,2021
Corp_LKQAWS,"['Customer_JXX', 'Customer_BPZ', 'Customer_TOU']",192028261.22,52913043.81,India,305624,Automotive,2023
GlobalCorp_124,"['Customer_IJG', 'Customer_PGU', 'Customer_VUJ']",12269208.29,1608188.93,India,548987,Automotive,2024
GlobalCorp._48,"['Customer_YMI', 'Customer_UUE', 'Customer_MVU']",637527195.64,140699632.68,Australia,193433,Technology,2022
Corp_WFXCOD,"['Customer_CAK', 'Customer_HWH', 'Customer_TUD']",588667354.0,75527158.74,Germany,059521,Manufacturing,2023
GlobalCorp._10,"['Customer_NZP', 'Customer_VRZ', 'Customer_KOH']",695989993.52,-29200613.11,UK,437780,Energy,2023
GlobalCorp_170,"['Customer_QYR', 'Customer_MVS', 'Customer_YXV']",511065483.96,-35635121.76,India,776972,Automotive,2022
GlobalCorp._6,"['Customer_BTI', 'Customer_GXP', 'Customer_KGN']",154363323.59,43599592.86,UK,881553,Pharmaceuticals,2023
Corp_PHRMQH,"['Customer_HTO', 'Customer_RQV', 'Customer_TTB']",423409292.04,-40272684.82,Canada,074230,Energy,2024
Corp_XVQGBN,"['Customer_XPU', 'Customer_YVE', 'Customer_CUN']",305472323.48,59494630.67,Japan,921722,Manufacturing,2021
GlobalCorp._19,"['Customer_RDR', 'Customer_DZH', 'Customer_DMQ']",451304888.01,93937249.66,Australia,505102,Automotive,2022
GlobalCorp_41,"['Customer_YUW', 'Customer_RGX', 'Customer_QUE']",21498188.68,4345299.86,India,884278,Manufacturing,2021
Corp_CUORPK,"['Customer_BKK', 'Customer_RQB', 'Customer_BWI']",316340016.65,23855925.3,Germany,940006,Retail,2021
Corp_UVLCTG,"['Customer_APE', 'Customer_VAB', 'Customer_JRW']",469725105.7,56791049.95,Japan,470062,Energy,2021
GlobalCorp._29,"['Customer_WPW', 'Customer_LNJ', 'Customer_HGA']",265919480.59,23202234.36,India,483830,Retail,2022
GlobalCorp._130,"['Customer_BWV', 'Customer_ULJ', 'Customer_BHA']",56143000.62,15160208.93,Germany,525954,Retail,2021
Corp_UVZYIF,"['Customer_FCP', 'Customer_WJR', 'Customer_SJF']",109553027.32,-9941651.68,UK,457550,Technology,2024
GlobalCorp_9,"['Customer_RCY', 'Customer_ZSL', 'Customer_HKQ']",216635900.03,25369146.44,France,241883,Energy,2020
Corp_ILHBRV,"['Customer_EFW', 'Customer_KLD', 'Customer_XAI']",413404522.15,117955664.52,India,997884,Manufacturing,2022
Corp_GWKIYE,"['Customer_BIS', 'Customer_CKD', 'Customer_DDK']",416401348.69,8306423.18,Japan,232944,Energy,2023
GlobalCorp._158,"['Customer_BRG', 'Customer_HJG', 'Customer_DYU']",527208897.91,93199122.18,Germany,064201,Retail,2021
Corp_VGLNRY,"['Customer_VDZ', 'Customer_VSE', 'Customer_HDU']",480578344.18,117150249.73,India,734580,Energy,2024
Corp_BEBVWF,"['Customer_VWF', 'Customer_QIE', 'Customer_VQC']",119976309.72,-6017885.37,Japan,491911,Technology,2020
GlobalCorp._49,"['Customer_QRD', 'Customer_WON', 'Customer_RPM']",257325252.28,63515053.42,France,752791,Pharmaceuticals,2024
GlobalCorp._17,"['Customer_VHN', 'Customer_SMU', 'Customer_AQF']",160906707.94,18421672.91,Japan,125362,Manufacturing,2021
GlobalCorp._155,"['Customer_PDW', 'Customer_SDE', 'Customer_FYU']",175936917.54,21101266.15,Australia,979907,Energy,2022
GlobalCorp_41,"['Customer_RSO', 'Customer_ULF', 'Customer_CIW']",389974966.56,40886582.16,India,884278,Manufacturing,2024
Corp_LDRNIK,"['Customer_AIK', 'Customer_ACM', 'Customer_VAV']",17106026.92,-1640519.34,Germany,146960,Energy,2021
GlobalCorp_73,"['Customer_FIS', 'Customer_GZI', 'Customer_IRW']",189758510.22,-17829246.78,Germany,784512,Energy,2022
GlobalCorp_92,"['Customer_AJU', 'Customer_FHZ', 'Customer_NOA']",216996100.44,-20935413.7,France,529401,Retail,2022
Corp_EKROHP,"['Customer_EXR', 'Customer_DXG', 'Customer_TPQ']",226070207.85,36485866.38,USA,095547,Retail,2022
GlobalCorp_143,"['Customer_LVM', 'Customer_GKH', 'Customer_CHU']",291045900.11,-18226118.52,Japan,672973,Energy,2023
Corp_BGEULF,"['Customer_PPR', 'Customer_DLO', 'Customer_AYR']",217947667.58,-10479408.66,Australia,722808,Manufacturing,2024
GlobalCorp._90,"['Customer_HPT', 'Customer_AEU', 'Customer_AHT']",614791005.2,24633164.11,USA,657988,Manufacturing,2020
GlobalCorp_42,"['Customer_HFI', 'Customer_QPD', 'Customer_CMZ']",228345379.99,-15382064.38,France,522341,Pharmaceuticals,2023
GlobalCorp_120,"['Customer_KDX', 'Customer_BII', 'Customer_CHR']",286509357.16,3636948.51,Canada,182440,Pharmaceuticals,2023
Corp_HXADPK,"['Customer_EWI', 'Customer_ZEJ', 'Customer_IIC']",414949542.58,75695629.67,Australia,572829,Technology,2021
Corp_JANHJX,"['Customer_XQJ', 'Customer_IUV', 'Customer_ALB']",86872613.3,6338106.88,Germany,129416,Manufacturing,2023
GlobalCorp._47,"['Customer_PBF', 'Customer_FBV', 'Customer_QGQ']",472122423.44,-44000666.45,India,834560,Manufacturing,2022
GlobalCorp_192,"['Customer_KKK', 'Customer_VIC', 'Customer_TVI']",695896990.83,30850276.06,USA,456272,Retail,2021
GlobalCorp_92,"['Customer_PHY', 'Customer_OWE', 'Customer_YPV']",362305777.96,-36152233.02,France,529401,Retail,2021
GlobalCorp_8,"['Customer_REU', 'Customer_TXW', 'Customer_CGZ']",411666732.97,-18146740.82,USA,513569,Energy,2024
GlobalCorp_56,"['Customer_VWY', 'Customer_NQU', 'Customer_ZTP']",325489403.24,91899854.72,France,245434,Retail,2024
Corp_KQIILQ,"['Customer_IJU', 'Customer_HOO', 'Customer_JJU']",663320690.92,-50687266.04,India,263779,Automotive,2020
Corp_XQNUAB,"['Customer_SMJ', 'Customer_NLO', 'Customer_UJO']",98205459.63,6357044.31,USA,206694,Technology,2023
GlobalCorp._128,"['Customer_YDC', 'Customer_JCU', 'Customer_EFN']",477748156.51,94082678.69,India,461991,Technology,2023
Corp_UIVGUV,"['Customer_RZS', 'Customer_NIX', 'Customer_PUO']",629100988.95,-4161296.57,UK,751465,Automotive,2022
Corp_IFTVOO,"['Customer_GXX', 'Customer_LQN', 'Customer_ISX']",245271198.41,366161.08,Germany,237031,Automotive,2020
GlobalCorp._14,"['Customer_UWW', 'Customer_TXP', 'Customer_FJA']",641359494.75,51511913.94,India,709177,Pharmaceuticals,2023
GlobalCorp_121,"['Customer_KGY', 'Customer_WNQ', 'Customer_WEK']",287139955.51,83933979.32,India,304658,Technology,2023
GlobalCorp._20,"['Customer_LCE', 'Customer_GFV', 'Customer_IVX']",414718006.43,-37556719.1,USA,799761,Automotive,2023
GlobalCorp_50,"['Customer_SGL', 'Customer_ERK', 'Customer_YGJ']",283995295.01,-11980555.75,Canada,775687,Retail,2021
Corp_OUYZXQ,"['Customer_YSW', 'Customer_PJN', 'Customer_APG']",256115312.31,16278582.46,Australia,815758,Retail,2024
Corp_JPISIB,"['Customer_BZE', 'Customer_YOG', 'Customer_GMY']",509453728.04,96384693.04,India,807911,Technology,2024
