corporate_name_S1,address,activity_places,top_suppliers,country,postal_code,industry_sector
Corp_YFAGXD,447 Street_TIL Ave,"['Plant_MKP', 'Warehouse_OSU']","['Supplier_RNI', 'Supplier_CGO', 'Supplier_XFV']",Japan,794839,Retail
Corp_AABFUI,51 Street_JRE Ave,"['Plant_BEQ', 'Warehouse_QGO']","['Supplier_CCV', 'Supplier_OCC', 'Supplier_HVS']",Germany,956308,Technology
GlobalCorp_143,255 Main Street,"['Plant_BKN', 'Warehouse_BZI']","['Supplier_FRF', 'Supplier_ONY', 'Supplier_LSJ']",Japan,672973,Energy
GlobalCorp_55,606 Main Street,"['Plant_MPU', 'Warehouse_RLV']","['Supplier_CVY', 'Supplier_AFP', 'Supplier_CBX']",Japan,417000,Manufacturing
GlobalCorp_48,543 Main Street,"['Plant_MLI', 'Warehouse_PSO']","['Supplier_JNX', 'Supplier_PBO', 'Supplier_DYR']",Australia,193433,Technology
globalcorporation_7,227 Main Street,"['Plant_ELR', 'Warehouse_VJY']","['Supplier_OFP', 'Supplier_BNY', 'Supplier_HBM']",Australia,569477,Technology
globalcorporation_119,386 Main Street,"['Plant_DXV', 'Warehouse_FIB']","['Supplier_RTM', 'Supplier_MLF', 'Supplier_VPX']",Germany,796278,Pharmaceuticals
globalcorporation_23,646 Main Street,"['Plant_ISL', 'Warehouse_HLX']","['Supplier_TMS', 'Supplier_QGG', 'Supplier_CPI']",Canada,804729,Retail
globalcorporation_59,806 Main Street,"['Plant_GNL', 'Warehouse_GEO']","['Supplier_KBM', 'Supplier_IWY', 'Supplier_OHF']",France,984276,Technology
GlobalCorp_120,890 Main Street,"['Plant_GQQ', 'Warehouse_LLH']","['Supplier_XEJ', 'Supplier_GRU', 'Supplier_BSC']",Canada,182440,Pharmaceuticals
globalcorporation_148,579 Main Street,"['Plant_DDT', 'Warehouse_OMD']","['Supplier_QVZ', 'Supplier_JMC', 'Supplier_ATC']",Japan,438423,Manufacturing
GlobalCorp_12,755 Main Street,"['Plant_NMO', 'Warehouse_XNK']","['Supplier_ACD', 'Supplier_KNY', 'Supplier_XSN']",France,033718,Technology
GlobalCorp_29,419 Main Street,"['Plant_ZXB', 'Warehouse_XZE']","['Supplier_GCO', 'Supplier_GBU', 'Supplier_ZDK']",India,483830,Retail
Corp_BHKYOG,435 Street_GJP Ave,"['Plant_IEW', 'Warehouse_EXA']","['Supplier_AYU', 'Supplier_XHR', 'Supplier_XHD']",Australia,929500,Pharmaceuticals
GlobalCorp_25,221 Main Street,"['Plant_CTZ', 'Warehouse_PWW']","['Supplier_OWS', 'Supplier_WHC', 'Supplier_ZVV']",France,909656,Manufacturing
Corp_FHSNOV,902 Street_ZKE Ave,"['Plant_PAG', 'Warehouse_NYC']","['Supplier_XJE', 'Supplier_TMU', 'Supplier_RNM']",UK,782097,Manufacturing
globalcorporation_135,136 Main Street,"['Plant_LUG', 'Warehouse_LZP']","['Supplier_VXM', 'Supplier_KTG', 'Supplier_YGE']",Australia,300488,Manufacturing
GlobalCorp_121,959 Main Street,"['Plant_PZF', 'Warehouse_TLP']","['Supplier_TBG', 'Supplier_NZO', 'Supplier_WBX']",India,304658,Technology
GlobalCorp_55,606 Main Street,"['Plant_FBM', 'Warehouse_GJA']","['Supplier_POA', 'Supplier_RLQ', 'Supplier_GXP']",Japan,417000,Manufacturing
GlobalCorp_12,755 Main Street,"['Plant_FBQ', 'Warehouse_ONQ']","['Supplier_UIB', 'Supplier_ZHA', 'Supplier_IIF']",France,033718,Technology
Corp_QYAQFH,714 Street_IBS Ave,"['Plant_WZT', 'Warehouse_GAM']","['Supplier_RHC', 'Supplier_LDU', 'Supplier_BTK']",UK,594717,Automotive
GlobalCorp_160,150 Main Street,"['Plant_KXZ', 'Warehouse_DEC']","['Supplier_KNH', 'Supplier_IPD', 'Supplier_XQM']",Canada,185203,Retail
GlobalCorp_64,77 Main Street,"['Plant_IWT', 'Warehouse_YRM']","['Supplier_OHF', 'Supplier_SKB', 'Supplier_XXW']",UK,737489,Technology
GlobalCorp_88,708 Main Street,"['Plant_ZGK', 'Warehouse_EJT']","['Supplier_VUC', 'Supplier_OXU', 'Supplier_RFF']",UK,005222,Pharmaceuticals
GlobalCorp_169,425 Main Street,"['Plant_FVK', 'Warehouse_DMV']","['Supplier_RPP', 'Supplier_CRS', 'Supplier_WJS']",France,098090,Pharmaceuticals
GlobalCorp_157,935 Main Street,"['Plant_SJQ', 'Warehouse_ODA']","['Supplier_OJP', 'Supplier_JEN', 'Supplier_TNT']",France,461788,Technology
GlobalCorp_141,697 Main Street,"['Plant_VHN', 'Warehouse_UXE']","['Supplier_YMO', 'Supplier_IHB', 'Supplier_NVO']",USA,659057,Retail
GlobalCorp_155,683 Main Street,"['Plant_ZKE', 'Warehouse_QDA']","['Supplier_TMH', 'Supplier_DPY', 'Supplier_IFB']",Australia,979907,Energy
globalcorporation_50,562 Main Street,"['Plant_GKU', 'Warehouse_PNW']","['Supplier_NHF', 'Supplier_HCL', 'Supplier_WJV']",Canada,775687,Retail
GlobalCorp_71,632 Main Street,"['Plant_RZZ', 'Warehouse_AGA']","['Supplier_IBT', 'Supplier_HJO', 'Supplier_BQR']",Canada,897780,Energy
GlobalCorp_107,417 Main Street,"['Plant_NRK', 'Warehouse_JJR']","['Supplier_IDS', 'Supplier_DEC', 'Supplier_MSJ']",France,980366,Manufacturing
Corp_ZQUBQB,412 Street_QQO Ave,"['Plant_QPY', 'Warehouse_XJP']","['Supplier_RNJ', 'Supplier_YPI', 'Supplier_JVE']",Canada,773738,Technology
GlobalCorp_72,179 Main Street,"['Plant_VFJ', 'Warehouse_YXN']","['Supplier_WZG', 'Supplier_TEU', 'Supplier_MWC']",USA,740955,Retail
Corp_HKHPSB,120 Street_UIC Ave,"['Plant_JQG', 'Warehouse_XZL']","['Supplier_BGP', 'Supplier_IFJ', 'Supplier_PBS']",Australia,704191,Technology
GlobalCorp_48,543 Main Street,"['Plant_ZQZ', 'Warehouse_ECZ']","['Supplier_EYU', 'Supplier_CNY', 'Supplier_LSX']",Australia,193433,Technology
Corp_PPWEGO,751 Street_YLA Ave,"['Plant_EQI', 'Warehouse_XVS']","['Supplier_FXU', 'Supplier_MSL', 'Supplier_JBU']",UK,596956,Energy
GlobalCorp_95,264 Main Street,"['Plant_NEJ', 'Warehouse_OGF']","['Supplier_RLA', 'Supplier_DMR', 'Supplier_IEE']",France,063348,Technology
GlobalCorp_34,926 Main Street,"['Plant_YWE', 'Warehouse_JSZ']","['Supplier_DLW', 'Supplier_NVY', 'Supplier_FMW']",Australia,614317,Retail
globalcorporation_117,745 Main Street,"['Plant_IDM', 'Warehouse_VKX']","['Supplier_VUZ', 'Supplier_KXD', 'Supplier_MKP']",France,070442,Energy
GlobalCorp_67,727 Main Street,"['Plant_TCM', 'Warehouse_WLT']","['Supplier_LWE', 'Supplier_CSW', 'Supplier_HDN']",Japan,072385,Automotive
Corp_JTEXEZ,647 Street_DFP Ave,"['Plant_NMN', 'Warehouse_HDF']","['Supplier_KJM', 'Supplier_YLX', 'Supplier_OYM']",Germany,368876,Energy
globalcorporation_173,209 Main Street,"['Plant_TTT', 'Warehouse_YHY']","['Supplier_OOU', 'Supplier_EHM', 'Supplier_KXB']",USA,752427,Retail
GlobalCorp_194,329 Main Street,"['Plant_UUJ', 'Warehouse_FFZ']","['Supplier_ISF', 'Supplier_XTI', 'Supplier_NJC']",Japan,220228,Retail
GlobalCorp_158,105 Main Street,"['Plant_NMX', 'Warehouse_BKZ']","['Supplier_JMF', 'Supplier_EMO', 'Supplier_ZRH']",Germany,064201,Retail
globalcorporation_131,15 Main Street,"['Plant_NCS', 'Warehouse_TBB']","['Supplier_EYG', 'Supplier_YKF', 'Supplier_WUB']",Canada,803371,Retail
globalcorporation_99,302 Main Street,"['Plant_FQS', 'Warehouse_SGC']","['Supplier_WCY', 'Supplier_JES', 'Supplier_JKL']",Germany,963301,Manufacturing
GlobalCorp_119,386 Main Street,"['Plant_RBF', 'Warehouse_NRD']","['Supplier_CGM', 'Supplier_AOG', 'Supplier_AUD']",Germany,796278,Pharmaceuticals
Corp_VPVXHP,816 Street_RSE Ave,"['Plant_XAK', 'Warehouse_PID']","['Supplier_HQL', 'Supplier_DWR', 'Supplier_UCI']",Germany,463487,Energy
globalcorporation_6,264 Main Street,"['Plant_GDN', 'Warehouse_KZC']","['Supplier_IZV', 'Supplier_ADH', 'Supplier_STQ']",UK,881553,Pharmaceuticals
GlobalCorp_30,622 Main Street,"['Plant_QFH', 'Warehouse_TQP']","['Supplier_MMZ', 'Supplier_HKE', 'Supplier_EDY']",USA,882748,Technology
GlobalCorp_108,791 Main Street,"['Plant_IMT', 'Warehouse_YCZ']","['Supplier_NEL', 'Supplier_UPJ', 'Supplier_WRK']",Germany,764944,Technology
globalcorporation_27,230 Main Street,"['Plant_VXU', 'Warehouse_ZNL']","['Supplier_CHR', 'Supplier_XJB', 'Supplier_DDS']",Japan,975536,Manufacturing
GlobalCorp_81,236 Main Street,"['Plant_JGF', 'Warehouse_WDJ']","['Supplier_VHZ', 'Supplier_NCQ', 'Supplier_JKU']",India,753422,Automotive
GlobalCorp_7,227 Main Street,"['Plant_FVV', 'Warehouse_OEN']","['Supplier_LDF', 'Supplier_GSC', 'Supplier_RWY']",Australia,569477,Technology
GlobalCorp_8,960 Main Street,"['Plant_VDJ', 'Warehouse_YHX']","['Supplier_ECH', 'Supplier_DUY', 'Supplier_JKV']",USA,513569,Energy
GlobalCorp_129,438 Main Street,"['Plant_XQO', 'Warehouse_GPI']","['Supplier_SQG', 'Supplier_QSO', 'Supplier_QFV']",Japan,472792,Automotive
GlobalCorp_48,543 Main Street,"['Plant_JRA', 'Warehouse_SOB']","['Supplier_GVQ', 'Supplier_PDA', 'Supplier_FBG']",Australia,193433,Technology
Corp_PJYNXT,377 Street_WTO Ave,"['Plant_WJY', 'Warehouse_JQA']","['Supplier_ASK', 'Supplier_TPQ', 'Supplier_SDL']",Australia,087011,Technology
GlobalCorp_13,524 Main Street,"['Plant_UBB', 'Warehouse_HRS']","['Supplier_QNE', 'Supplier_VJK', 'Supplier_SXX']",Canada,906099,Manufacturing
GlobalCorp_162,505 Main Street,"['Plant_RJZ', 'Warehouse_LUZ']","['Supplier_TYY', 'Supplier_SPY', 'Supplier_HZC']",Australia,196968,Automotive
globalcorporation_16,624 Main Street,"['Plant_ZDB', 'Warehouse_NWE']","['Supplier_FMJ', 'Supplier_GDZ', 'Supplier_QDN']",France,392221,Retail
globalcorporation_8,960 Main Street,"['Plant_AII', 'Warehouse_KVV']","['Supplier_NMZ', 'Supplier_XVI', 'Supplier_EQS']",USA,513569,Energy
Corp_NKKUUB,358 Street_QSK Ave,"['Plant_JFN', 'Warehouse_GHA']","['Supplier_LDT', 'Supplier_OHP', 'Supplier_CNG']",Australia,711515,Manufacturing
Corp_MJRZRH,112 Street_DFG Ave,"['Plant_GBF', 'Warehouse_CCE']","['Supplier_DSJ', 'Supplier_PIQ', 'Supplier_ZBH']",Germany,695154,Retail
globalcorporation_88,708 Main Street,"['Plant_SEK', 'Warehouse_FNF']","['Supplier_QZP', 'Supplier_NJW', 'Supplier_SJF']",UK,005222,Pharmaceuticals
GlobalCorp_134,237 Main Street,"['Plant_GCZ', 'Warehouse_BEZ']","['Supplier_DQO', 'Supplier_CGL', 'Supplier_LRD']",Germany,207913,Retail
globalcorporation_189,297 Main Street,"['Plant_EDM', 'Warehouse_VES']","['Supplier_VXY', 'Supplier_HOI', 'Supplier_AXA']",Australia,847866,Technology
globalcorporation_17,132 Main Street,"['Plant_TJM', 'Warehouse_NYR']","['Supplier_QAU', 'Supplier_GGF', 'Supplier_GGZ']",Japan,125362,Manufacturing
globalcorporation_21,241 Main Street,"['Plant_UUE', 'Warehouse_GQB']","['Supplier_FXF', 'Supplier_QUQ', 'Supplier_YTT']",UK,887022,Retail
GlobalCorp_14,183 Main Street,"['Plant_IQD', 'Warehouse_WQR']","['Supplier_PRG', 'Supplier_MFV', 'Supplier_YJQ']",India,709177,Pharmaceuticals
GlobalCorp_157,935 Main Street,"['Plant_PTY', 'Warehouse_HGZ']","['Supplier_CFD', 'Supplier_DGH', 'Supplier_AYA']",France,461788,Technology
globalcorporation_101,361 Main Street,"['Plant_CKH', 'Warehouse_VUE']","['Supplier_WXT', 'Supplier_YQU', 'Supplier_XYS']",Japan,280267,Retail
GlobalCorp_29,419 Main Street,"['Plant_UCA', 'Warehouse_XBM']","['Supplier_HEA', 'Supplier_USW', 'Supplier_CZW']",India,483830,Retail
globalcorporation_96,14 Main Street,"['Plant_PIU', 'Warehouse_IYU']","['Supplier_BAX', 'Supplier_LXB', 'Supplier_XRW']",Germany,216859,Technology
GlobalCorp_113,343 Main Street,"['Plant_ZCQ', 'Warehouse_KSP']","['Supplier_AWE', 'Supplier_PTF', 'Supplier_SUN']",USA,859421,Technology
globalcorporation_197,662 Main Street,"['Plant_ZBK', 'Warehouse_WDQ']","['Supplier_FNK', 'Supplier_JLA', 'Supplier_VNI']",Canada,117977,Retail
GlobalCorp_100,877 Main Street,"['Plant_STM', 'Warehouse_BKW']","['Supplier_FVG', 'Supplier_NGT', 'Supplier_CBR']",UK,273133,Manufacturing
Corp_PGPRXG,578 Street_GDT Ave,"['Plant_CLS', 'Warehouse_CTI']","['Supplier_XXI', 'Supplier_QLS', 'Supplier_LRA']",Canada,818246,Retail
globalcorporation_104,65 Main Street,"['Plant_XRZ', 'Warehouse_RLI']","['Supplier_AIT', 'Supplier_XPX', 'Supplier_YOE']",Japan,282126,Energy
globalcorporation_48,543 Main Street,"['Plant_MUM', 'Warehouse_BPD']","['Supplier_QZC', 'Supplier_WHS', 'Supplier_ZLE']",Australia,193433,Technology
Corp_JWARNE,606 Street_IQL Ave,"['Plant_JRG', 'Warehouse_HAF']","['Supplier_TWU', 'Supplier_WJQ', 'Supplier_RNP']",Australia,531097,Energy
GlobalCorp_60,49 Main Street,"['Plant_JXY', 'Warehouse_SGY']","['Supplier_WPR', 'Supplier_HNN', 'Supplier_XOG']",Canada,135415,Pharmaceuticals
GlobalCorp_3,292 Main Street,"['Plant_VUV', 'Warehouse_XRD']","['Supplier_IAK', 'Supplier_CSC', 'Supplier_VNI']",Canada,470156,Retail
GlobalCorp_97,385 Main Street,"['Plant_GAC', 'Warehouse_JKU']","['Supplier_HIQ', 'Supplier_LDC', 'Supplier_TRS']",Canada,174670,Retail
globalcorporation_5,278 Main Street,"['Plant_BFA', 'Warehouse_TQL']","['Supplier_ENS', 'Supplier_JRV', 'Supplier_LMM']",UK,421023,Automotive
globalcorporation_68,334 Main Street,"['Plant_WOY', 'Warehouse_MVO']","['Supplier_RPY', 'Supplier_XKZ', 'Supplier_XXL']",Canada,732190,Retail
GlobalCorp_44,481 Main Street,"['Plant_MEZ', 'Warehouse_QQI']","['Supplier_IYA', 'Supplier_CBI', 'Supplier_QKJ']",USA,825781,Manufacturing
Corp_EBXBIJ,451 Street_SWC Ave,"['Plant_FEJ', 'Warehouse_VOL']","['Supplier_SBD', 'Supplier_RQQ', 'Supplier_ATD']",India,932898,Energy
Corp_KGVJKT,423 Street_CMQ Ave,"['Plant_JVV', 'Warehouse_UJD']","['Supplier_LFZ', 'Supplier_HSM', 'Supplier_IUI']",France,636985,Pharmaceuticals
Corp_EHPKOT,333 Street_XHZ Ave,"['Plant_WNJ', 'Warehouse_ETJ']","['Supplier_ZTX', 'Supplier_PJX', 'Supplier_NJG']",Germany,237401,Technology
globalcorporation_83,462 Main Street,"['Plant_XDP', 'Warehouse_XSF']","['Supplier_TWX', 'Supplier_EOV', 'Supplier_XJR']",UK,236067,Pharmaceuticals
Corp_BPXQYX,175 Street_RDZ Ave,"['Plant_ETA', 'Warehouse_KLS']","['Supplier_HSL', 'Supplier_TQC', 'Supplier_HME']",France,131222,Manufacturing
globalcorporation_115,19 Main Street,"['Plant_WDU', 'Warehouse_WHL']","['Supplier_SQS', 'Supplier_JTI', 'Supplier_CIW']",UK,450447,Pharmaceuticals
Corp_EFMMGE,152 Street_XMX Ave,"['Plant_AAF', 'Warehouse_QQD']","['Supplier_EFS', 'Supplier_WSK', 'Supplier_LSV']",India,267344,Manufacturing
Corp_KOLLFU,147 Street_PZJ Ave,"['Plant_LIY', 'Warehouse_NAS']","['Supplier_ZKV', 'Supplier_ENQ', 'Supplier_BRC']",Australia,926443,Energy
globalcorporation_27,230 Main Street,"['Plant_RJI', 'Warehouse_SQC']","['Supplier_FWM', 'Supplier_AWG', 'Supplier_LUH']",Japan,975536,Manufacturing
GlobalCorp_193,713 Main Street,"['Plant_UZV', 'Warehouse_ANJ']","['Supplier_OHS', 'Supplier_ZHU', 'Supplier_KNC']",Australia,445676,Energy
Corp_PPZHQA,204 Street_KYE Ave,"['Plant_MYT', 'Warehouse_HYZ']","['Supplier_KFI', 'Supplier_TBH', 'Supplier_SIP']",Australia,979879,Manufacturing
globalcorporation_46,872 Main Street,"['Plant_FOA', 'Warehouse_RNU']","['Supplier_BQV', 'Supplier_XXB', 'Supplier_HRC']",Canada,963891,Manufacturing
GlobalCorp_66,321 Main Street,"['Plant_UTX', 'Warehouse_WIM']","['Supplier_EGV', 'Supplier_LMO', 'Supplier_HWN']",Canada,598816,Automotive
Corp_VRZVDW,773 Street_FZF Ave,"['Plant_IGC', 'Warehouse_GFK']","['Supplier_LEN', 'Supplier_TVX', 'Supplier_EWR']",Canada,313302,Retail
GlobalCorp_48,543 Main Street,"['Plant_DST', 'Warehouse_WUJ']","['Supplier_NAS', 'Supplier_MLZ', 'Supplier_ODK']",Australia,193433,Technology
GlobalCorp_130,76 Main Street,"['Plant_ZVQ', 'Warehouse_CKY']","['Supplier_QLP', 'Supplier_GUD', 'Supplier_UUQ']",Germany,525954,Retail
Corp_WMOPTI,281 Street_TMW Ave,"['Plant_DZD', 'Warehouse_JLF']","['Supplier_GTN', 'Supplier_NOR', 'Supplier_JLC']",Japan,703536,Automotive
globalcorporation_31,512 Main Street,"['Plant_LJP', 'Warehouse_LJS']","['Supplier_FNW', 'Supplier_EJX', 'Supplier_YYA']",Japan,947534,Automotive
GlobalCorp_8,960 Main Street,"['Plant_EGX', 'Warehouse_ARI']","['Supplier_SUU', 'Supplier_OFU', 'Supplier_FKN']",USA,513569,Energy
GlobalCorp_160,150 Main Street,"['Plant_DPY', 'Warehouse_ZAB']","['Supplier_LCF', 'Supplier_XAQ', 'Supplier_DLS']",Canada,185203,Retail
Corp_ETCOPI,93 Street_MVJ Ave,"['Plant_ZJE', 'Warehouse_DQK']","['Supplier_MZM', 'Supplier_LBM', 'Supplier_ZLQ']",Germany,922696,Automotive
globalcorporation_184,350 Main Street,"['Plant_FFC', 'Warehouse_APC']","['Supplier_YRC', 'Supplier_HGZ', 'Supplier_LZT']",Canada,531690,Pharmaceuticals
GlobalCorp_35,821 Main Street,"['Plant_OGA', 'Warehouse_VCV']","['Supplier_XZI', 'Supplier_RJP', 'Supplier_DZC']",UK,591578,Retail
GlobalCorp_164,482 Main Street,"['Plant_WIL', 'Warehouse_PWD']","['Supplier_VCU', 'Supplier_DAV', 'Supplier_YUJ']",France,998149,Energy
GlobalCorp_1,41 Main Street,"['Plant_BAF', 'Warehouse_QMM']","['Supplier_LNX', 'Supplier_ARY', 'Supplier_OFW']",Canada,616198,Retail
Corp_DSGPBA,504 Street_ZVU Ave,"['Plant_DSL', 'Warehouse_YOE']","['Supplier_WXT', 'Supplier_TML', 'Supplier_BLF']",USA,626867,Manufacturing
Corp_GOYMLJ,282 Street_MFD Ave,"['Plant_ECY', 'Warehouse_JOQ']","['Supplier_YFE', 'Supplier_NTA', 'Supplier_PGO']",Canada,080561,Retail
globalcorporation_53,316 Main Street,"['Plant_LJF', 'Warehouse_ILH']","['Supplier_JNN', 'Supplier_UQT', 'Supplier_BMO']",Germany,178739,Pharmaceuticals
globalcorporation_50,562 Main Street,"['Plant_RVI', 'Warehouse_MAR']","['Supplier_KTH', 'Supplier_HPC', 'Supplier_JXR']",Canada,775687,Retail
Corp_RNXQRZ,789 Street_FZL Ave,"['Plant_UCG', 'Warehouse_PZG']","['Supplier_HHS', 'Supplier_FIS', 'Supplier_ASP']",Japan,993450,Retail
Corp_BYGXSH,683 Street_QTD Ave,"['Plant_KZO', 'Warehouse_ABD']","['Supplier_AEA', 'Supplier_LIY', 'Supplier_PWH']",India,974750,Technology
GlobalCorp_1,41 Main Street,"['Plant_DGI', 'Warehouse_BPD']","['Supplier_KCW', 'Supplier_BSM', 'Supplier_KTJ']",Canada,616198,Retail
GlobalCorp_11,206 Main Street,"['Plant_VZF', 'Warehouse_QNZ']","['Supplier_TKP', 'Supplier_JWU', 'Supplier_HLB']",India,155513,Technology
GlobalCorp_16,624 Main Street,"['Plant_ZOI', 'Warehouse_MYK']","['Supplier_THS', 'Supplier_PCL', 'Supplier_KPY']",France,392221,Retail
GlobalCorp_72,179 Main Street,"['Plant_KKM', 'Warehouse_WXH']","['Supplier_YEN', 'Supplier_VCL', 'Supplier_MEW']",USA,740955,Retail
globalcorporation_197,662 Main Street,"['Plant_HFT', 'Warehouse_HML']","['Supplier_KED', 'Supplier_DAQ', 'Supplier_MKV']",Canada,117977,Retail
GlobalCorp_190,116 Main Street,"['Plant_BKR', 'Warehouse_XGQ']","['Supplier_TMH', 'Supplier_ZMV', 'Supplier_PWG']",Canada,971793,Automotive
globalcorporation_23,646 Main Street,"['Plant_PLJ', 'Warehouse_ZKA']","['Supplier_UPR', 'Supplier_GFJ', 'Supplier_BFF']",Canada,804729,Retail
GlobalCorp_158,105 Main Street,"['Plant_HUX', 'Warehouse_CKO']","['Supplier_UEX', 'Supplier_TDR', 'Supplier_VAR']",Germany,064201,Retail
globalcorporation_43,605 Main Street,"['Plant_XQS', 'Warehouse_FNK']","['Supplier_WEX', 'Supplier_TOX', 'Supplier_RVG']",France,531043,Retail
Corp_KYREPT,619 Street_UJV Ave,"['Plant_NNV', 'Warehouse_LAX']","['Supplier_SPA', 'Supplier_VJG', 'Supplier_ZSO']",Japan,623054,Pharmaceuticals
GlobalCorp_104,65 Main Street,"['Plant_UTY', 'Warehouse_PHD']","['Supplier_ASM', 'Supplier_VQF', 'Supplier_NKR']",Japan,282126,Energy
GlobalCorp_20,714 Main Street,"['Plant_EMH', 'Warehouse_NIA']","['Supplier_PYU', 'Supplier_NYQ', 'Supplier_MKK']",USA,799761,Automotive
GlobalCorp_118,696 Main Street,"['Plant_PHH', 'Warehouse_UMZ']","['Supplier_JHE', 'Supplier_DVV', 'Supplier_VDK']",Australia,548352,Manufacturing
globalcorporation_56,698 Main Street,"['Plant_IIU', 'Warehouse_LIZ']","['Supplier_LJH', 'Supplier_LGJ', 'Supplier_YOR']",France,245434,Retail
Corp_BMNDGO,693 Street_FYT Ave,"['Plant_VUN', 'Warehouse_NMY']","['Supplier_JPC', 'Supplier_QCA', 'Supplier_PVW']",Canada,508273,Automotive
globalcorporation_142,627 Main Street,"['Plant_UTI', 'Warehouse_MFE']","['Supplier_AFV', 'Supplier_MDX', 'Supplier_QHF']",France,213273,Pharmaceuticals
GlobalCorp_45,663 Main Street,"['Plant_NWA', 'Warehouse_FHK']","['Supplier_NCC', 'Supplier_JGS', 'Supplier_WSC']",Australia,068906,Energy
globalcorporation_64,77 Main Street,"['Plant_ANW', 'Warehouse_VFD']","['Supplier_KKJ', 'Supplier_KQR', 'Supplier_GYB']",UK,737489,Technology
Corp_BWWYQO,575 Street_XPX Ave,"['Plant_LMI', 'Warehouse_QNA']","['Supplier_HTY', 'Supplier_CIR', 'Supplier_LZS']",Japan,593873,Energy
GlobalCorp_102,83 Main Street,"['Plant_OJB', 'Warehouse_QVB']","['Supplier_PZG', 'Supplier_LVA', 'Supplier_SWN']",India,853395,Technology
Corp_VOFRYH,420 Street_THA Ave,"['Plant_ZZS', 'Warehouse_QPM']","['Supplier_GWY', 'Supplier_CVL', 'Supplier_TML']",France,246848,Technology
GlobalCorp_172,138 Main Street,"['Plant_XCH', 'Warehouse_HOQ']","['Supplier_AUN', 'Supplier_MUN', 'Supplier_QHT']",Australia,583203,Pharmaceuticals
GlobalCorp_160,150 Main Street,"['Plant_UXA', 'Warehouse_UTY']","['Supplier_URY', 'Supplier_AFM', 'Supplier_BQM']",Canada,185203,Retail
Corp_RVUGJD,651 Street_JZD Ave,"['Plant_MKZ', 'Warehouse_OWG']","['Supplier_ZVF', 'Supplier_BVR', 'Supplier_QRG']",Australia,878133,Pharmaceuticals
Corp_JFSQRY,650 Street_MFV Ave,"['Plant_KJN', 'Warehouse_PRH']","['Supplier_HEL', 'Supplier_HRP', 'Supplier_FUF']",France,472002,Pharmaceuticals
Corp_FWHFWN,790 Street_RII Ave,"['Plant_DTB', 'Warehouse_CDW']","['Supplier_GUG', 'Supplier_SPO', 'Supplier_TQG']",Australia,915969,Technology
globalcorporation_84,77 Main Street,"['Plant_ISK', 'Warehouse_CKW']","['Supplier_FUU', 'Supplier_CUN', 'Supplier_BUJ']",India,862029,Manufacturing
GlobalCorp_86,583 Main Street,"['Plant_XIP', 'Warehouse_YCK']","['Supplier_MGK', 'Supplier_YLV', 'Supplier_PAA']",USA,760668,Technology
globalcorporation_124,344 Main Street,"['Plant_JHX', 'Warehouse_YOE']","['Supplier_VPW', 'Supplier_FLY', 'Supplier_KZP']",India,548987,Automotive
Corp_LIPJHP,586 Street_LPH Ave,"['Plant_OKK', 'Warehouse_NKB']","['Supplier_BDY', 'Supplier_IHW', 'Supplier_NPV']",France,727952,Retail
Corp_MVIFTO,900 Street_AVK Ave,"['Plant_OBX', 'Warehouse_DBF']","['Supplier_KEZ', 'Supplier_JHY', 'Supplier_XGC']",India,914088,Technology
GlobalCorp_106,72 Main Street,"['Plant_QJE', 'Warehouse_MUT']","['Supplier_HGE', 'Supplier_PSQ', 'Supplier_ESM']",UK,137611,Pharmaceuticals
GlobalCorp_146,732 Main Street,"['Plant_CFS', 'Warehouse_XYA']","['Supplier_WVK', 'Supplier_RHP', 'Supplier_HJH']",Canada,826780,Pharmaceuticals
Corp_JGCWCZ,993 Street_IEX Ave,"['Plant_JGF', 'Warehouse_YUF']","['Supplier_CGV', 'Supplier_UCA', 'Supplier_FFD']",UK,320878,Automotive
globalcorporation_45,663 Main Street,"['Plant_NFH', 'Warehouse_RFY']","['Supplier_YGF', 'Supplier_VTX', 'Supplier_XTX']",Australia,068906,Energy
GlobalCorp_199,800 Main Street,"['Plant_ZEP', 'Warehouse_MIA']","['Supplier_CGS', 'Supplier_JEN', 'Supplier_QHK']",India,259853,Automotive
Corp_SJVQED,210 Street_UJV Ave,"['Plant_DCT', 'Warehouse_KOH']","['Supplier_EBG', 'Supplier_ZBR', 'Supplier_NSP']",Japan,379098,Automotive
GlobalCorp_104,65 Main Street,"['Plant_TBH', 'Warehouse_BBW']","['Supplier_HDC', 'Supplier_CHF', 'Supplier_NSR']",Japan,282126,Energy
GlobalCorp_131,15 Main Street,"['Plant_RWZ', 'Warehouse_JDT']","['Supplier_QZN', 'Supplier_ZAQ', 'Supplier_ILW']",Canada,803371,Retail
GlobalCorp_192,520 Main Street,"['Plant_XPL', 'Warehouse_GBY']","['Supplier_AIF', 'Supplier_EXV', 'Supplier_AWZ']",USA,456272,Retail
globalcorporation_163,615 Main Street,"['Plant_TYM', 'Warehouse_IPQ']","['Supplier_JLF', 'Supplier_SCV', 'Supplier_KDQ']",Canada,440594,Pharmaceuticals
GlobalCorp_83,462 Main Street,"['Plant_DIF', 'Warehouse_QJN']","['Supplier_JIA', 'Supplier_YPU', 'Supplier_QYB']",UK,236067,Pharmaceuticals
GlobalCorp_4,679 Main Street,"['Plant_MQN', 'Warehouse_AOD']","['Supplier_PPX', 'Supplier_YRR', 'Supplier_ANG']",Japan,487709,Retail
